price,lotSize,age,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms
269000,0.04,15,2004,57,3,1,2.5,8
303374,0.12,1,2242,57,3,0,3.0,6
371165,0.39,0,2786,57,4,1,2.5,8
287600,0.07,0,2242,57,3,0,2.5,6
131000,0.34,33,1404,57,3,0,1.0,6
187000,1.0,25,1600,57,3,1,1.5,7
169000,0.04,103,1408,57,2,0,1.0,3
133500,0.21,37,972,57,3,0,1.0,8
620000,1.06,14,4856,57,5,2,4.0,12
549254,0.25,0,2885,57,3,1,2.5,11
280000,0.09,82,1560,57,2,0,1.0,6
135000,0.26,33,1472,57,3,0,1.0,8
195388,0.14,0,2124,57,3,1,2.5,10
337020,0.15,1,2162,57,3,1,2.5,7
330850,0.46,0,2515,57,4,1,2.5,8
248495,0.63,0,2294,57,4,1,2.5,11
120000,0.26,123,1744,57,4,0,1.0,6
240000,0.48,0,2022,57,3,1,2.5,8
235000,0.22,34,1578,57,3,0,2.0,8
500075,0.91,0,3400,57,3,0,3.0,12
240000,0.07,13,1744,57,3,1,2.5,6
270000,0.46,0,2560,57,3,1,2.5,9
225000,0.12,51,1398,57,3,0,2.5,4
280000,0.16,0,2494,57,3,0,2.5,8
225000,0.48,27,2208,57,4,2,2.5,11
248220,0.46,0,2550,57,3,1,2.5,7
275000,0.03,16,1812,57,2,1,2.5,7
137000,0.12,50,1290,57,2,0,1.0,3
150000,0.14,16,1172,57,2,0,2.0,3
649000,1.04,10,4128,57,3,2,3.5,12
195000,0.49,17,1816,57,3,1,2.5,5
373200,0.65,4,2628,57,4,1,2.5,8
169450,0.15,0,1254,57,3,1,2.5,4
144200,0.15,113,1660,57,4,1,1.5,9
189900,0.5,43,1850,57,3,1,1.5,7
166000,0.14,0,1258,57,3,0,2.0,8
160000,0.23,0,1219,57,3,0,2.0,5
327355,0.14,14,1850,57,3,1,2.5,6
247000,0.29,9,2103,57,3,0,2.5,7
318000,0.23,3,1806,57,3,1,2.5,8
341000,0.23,52,1674,57,2,1,1.5,4
288650,0.08,0,2242,57,3,0,2.5,10
157000,0.03,103,1408,57,3,0,1.5,4
449000,1.0,20,3457,57,3,2,2.5,12
142000,0.16,28,1728,57,3,0,1.5,6
389000,1.0,16,2354,57,3,2,2.5,6
476000,0.42,4,2246,57,3,1,2.5,9
249230,0.18,0,1902,57,2,1,2.5,4
139900,0.3,30,1178,57,3,0,1.0,7
301900,0.73,0,2896,57,4,1,3.5,11
425000,1.03,24,2457,57,3,1,3.0,9
121000,0.25,32,936,57,3,0,1.0,8
150000,0.19,123,934,57,2,0,1.0,7
138000,0.29,30,1279,57,3,1,1.0,6
199900,0.39,6,1888,57,3,0,2.0,5
145000,0.27,33,1686,57,4,1,1.5,7
465000,0.25,22,2310,57,2,1,3.0,7
158000,0.32,1,1200,57,3,0,1.5,4
375000,0.27,50,1944,57,3,1,2.5,7
147783,0.36,51,1184,57,3,0,1.0,5
339000,0.36,3,2000,57,3,1,2.5,5
267000,0.07,14,1744,57,3,1,2.5,9
290000,0.12,3,1620,57,3,1,2.5,7
271295,0.35,1,2359,57,4,0,2.5,11
278140,0.62,1,2230,57,3,0,2.5,10
138000,0.07,94,1147,57,2,0,1.5,3
367500,0.27,2,2205,57,3,1,2.5,10
428500,0.42,4,3243,57,4,0,2.5,11
140000,0.48,34,1431,57,3,0,1.5,5
140000,0.36,35,936,57,3,0,1.0,7
145000,0.3,33,1368,57,3,0,1.5,7
280000,0.07,16,1800,57,3,1,2.5,8
190400,0.17,16,1920,57,3,1,1.5,9
267000,0.11,83,1416,57,3,0,2.0,7
164900,0.14,77,616,57,2,0,1.0,5
280000,0.1,79,1488,57,4,0,1.5,5
225000,0.11,84,1320,57,3,1,1.5,6
148000,0.06,18,1250,57,2,0,1.5,5
165000,0.32,32,1286,57,3,1,1.0,6
340455,0.38,0,2886,57,4,1,2.5,10
133000,0.42,36,1279,57,3,1,1.0,4
115540,0.2,104,1074,57,3,0,1.0,7
240000,0.58,52,1304,57,3,1,1.0,4
600000,0.04,17,3191,57,3,2,3.5,12
71500,0.3,44,1056,57,3,0,1.0,5
189900,0.03,18,1468,57,3,1,2.5,4
325000,0.08,115,1598,57,3,0,1.5,6
280000,0.14,84,1160,57,3,0,1.5,4
255000,0.12,104,1028,57,2,0,1.0,5
300000,0.2,104,2014,57,6,0,1.0,11
106000,0.48,34,1296,57,3,0,1.0,7
139000,0.27,56,932,57,2,0,1.0,3
165000,0.06,15,1290,57,3,1,1.5,5
169000,0.17,19,1448,57,2,0,1.5,5
159400,0.24,29,1368,57,3,0,1.0,5
300000,0.87,25,3046,57,4,1,1.5,11
161000,0.23,32,1272,57,3,0,1.5,8
230500,0.59,18,1822,57,4,0,2.5,6
220000,0.41,31,1579,57,4,0,1.5,6
177900,0.29,32,1660,57,4,1,1.5,7
350000,0.32,36,2452,57,3,1,2.5,10
335000,0.14,94,2004,57,3,0,2.0,9
597185,1.07,0,4210,57,4,1,3.5,12
173000,0.33,32,1640,57,4,0,1.5,9
518000,0.17,144,2847,57,3,1,1.5,7
212000,0.5,18,1816,57,3,1,2.0,7
149900,0.87,19,2028,57,4,0,2.0,10
140958,0.22,40,775,57,2,0,1.0,7
95000,0.33,34,1368,57,2,0,1.0,6
161600,0.24,34,936,57,3,0,1.5,8
351400,0.15,1,1680,57,2,1,2.5,4
155000,0.3,33,1368,57,3,0,1.0,6
198500,0.4,34,1326,57,3,1,1.5,7
276000,0.21,62,1579,57,3,1,2.0,4
167000,0.25,32,1286,57,3,0,1.0,8
227000,0.84,25,2132,57,3,2,2.5,7
405100,0.39,3,2000,57,3,1,2.5,6
395000,0.14,3,2222,57,3,0,2.5,6
360000,0.41,99,2641,57,4,0,2.0,9
775000,0.0,5,2472,57,3,1,2.5,9
285000,0.07,16,1926,57,2,2,3.0,6
300000,0.12,4,1534,57,3,0,2.5,8
214000,0.25,39,1490,57,3,0,1.5,4
229000,0.22,46,1126,57,3,1,2.0,8
330000,0.23,33,1435,57,3,0,1.5,8
146000,0.42,44,1136,57,3,0,1.5,8
381500,0.15,2,2162,57,3,1,2.5,9
430000,0.34,5,2328,57,3,1,2.5,7
650000,0.43,2,2754,57,3,1,2.5,10
194500,0.17,40,1504,57,4,0,1.5,6
279000,0.39,14,2473,57,4,1,3.5,7
183000,0.31,35,2072,57,4,1,2.5,8
195000,0.03,18,1480,57,3,1,2.5,7
470000,0.17,135,2096,57,3,2,2.5,8
167000,0.11,80,1050,57,2,0,1.0,6
309278,0.02,17,1650,57,2,1,2.5,5
217500,0.34,26,1596,57,3,0,1.5,6
200000,0.17,44,979,57,3,0,2.0,8
199995,0.16,18,1393,57,2,0,1.5,6
179000,0.46,44,864,57,2,0,1.0,7
329000,1.0,1,2744,57,4,0,2.5,10
374900,0.06,15,2300,57,3,1,3.0,10
165000,0.29,34,1612,57,3,1,1.0,5
647000,1.08,14,2640,57,4,1,2.5,12
315000,0.63,19,775,57,1,0,1.0,6
208000,0.34,26,2470,57,4,1,2.5,10
405000,0.58,6,3124,57,4,1,3.0,9
535000,1.0,14,3254,57,4,1,2.5,12
184020,0.4,34,1544,57,3,0,2.5,7
95000,0.17,139,1410,38,6,0,1.5,9
87550,0.46,44,906,38,2,0,1.0,3
131000,0.23,66,1512,38,3,1,1.0,8
127000,0.2,77,1232,38,3,1,1.0,8
104695,0.21,54,921,38,2,0,1.0,7
120000,0.18,70,1287,38,3,0,1.0,4
278500,0.16,17,2600,38,4,0,3.0,12
75500,0.13,124,1302,38,3,0,2.0,8
121900,0.47,20,1144,38,3,0,1.0,6
208000,0.45,39,1703,38,3,0,2.0,6
151000,0.59,15,1553,38,3,1,2.0,4
138000,0.38,15,1040,38,2,0,1.0,3
229000,0.55,11,2124,38,4,0,3.0,10
130000,0.52,13,1344,38,3,0,2.0,5
89900,0.46,66,884,38,2,0,1.0,3
145000,0.76,11,1812,38,3,0,1.5,7
86000,0.46,43,880,38,3,0,1.0,4
95000,0.17,134,1256,38,3,0,2.0,5
195000,0.34,15,1826,38,3,1,2.5,6
107325,0.1,126,1134,38,3,0,1.5,7
131000,0.54,41,1916,38,4,1,2.5,8
166900,0.75,3,1272,38,3,0,1.5,7
127000,0.43,39,960,38,3,0,1.0,6
119000,0.15,65,1152,38,2,0,1.5,4
92509,0.52,13,840,38,2,0,1.0,4
174000,0.46,34,2106,38,5,0,2.0,11
180000,0.52,10,1632,38,3,0,2.0,8
155000,0.41,9,1092,38,3,0,2.0,8
146500,0.44,25,1634,57,3,1,1.5,8
162500,0.46,26,1890,57,3,1,2.5,7
210000,0.48,32,2224,57,5,2,2.5,11
165000,0.65,22,1475,57,3,1,2.0,6
123000,0.08,16,1480,54,3,1,1.5,5
150000,0.58,36,1368,54,3,1,1.0,4
128900,0.14,7,1200,36,3,0,1.0,8
88100,0.14,0,840,36,2,0,1.0,7
175000,0.68,54,1176,47,3,0,2.0,8
120975,0.13,0,1380,36,3,0,2.0,4
147543,0.29,0,1786,36,3,0,2.5,7
118000,0.22,17,1480,54,3,0,1.5,4
199000,0.5,13,1574,54,3,1,1.5,7
79900,0.18,154,950,54,2,0,1.5,5
279000,0.55,14,3178,57,4,1,3.5,12
90000,0.28,16,1342,57,3,0,1.5,7
91900,0.35,20,1336,57,2,1,1.5,5
153000,0.25,10,1542,54,3,0,2.5,6
170000,2.68,11,2272,54,4,1,3.5,8
145200,0.2,15,1480,54,2,1,2.5,4
296000,0.02,8,2506,57,4,2,2.5,10
150000,0.37,1,1852,30,4,0,2.0,6
86000,0.45,19,1055,57,2,1,1.0,7
118000,0.36,21,1392,57,3,0,1.5,7
155000,0.75,53,1608,57,3,1,2.0,5
222500,0.69,15,1564,57,3,1,2.0,6
250000,0.46,17,2068,57,4,1,2.5,10
365000,0.69,13,2516,57,4,0,2.5,11
120000,0.89,14,1684,38,4,0,1.5,5
193000,0.47,18,1481,57,3,0,1.5,5
85568,0.15,67,999,20,3,0,1.0,6
82000,0.46,17,896,20,2,0,1.0,3
225000,0.77,50,792,20,2,1,1.0,7
240000,0.85,34,2747,27,4,2,3.5,12
234900,0.01,1,2277,63,4,0,2.5,8
112000,0.02,19,1281,63,2,1,2.5,6
261000,0.57,14,2462,63,4,1,2.5,10
400000,0.6,9,2897,63,4,2,2.5,12
310000,0.41,4,2672,63,4,1,3.5,8
182000,0.29,21,1932,63,3,0,1.5,8
187500,0.47,11,1320,63,3,0,2.5,7
405000,0.61,6,3296,63,4,1,2.5,12
420000,1.14,6,3279,63,4,1,3.0,11
359000,0.48,4,3204,63,4,1,2.5,9
120000,0.01,16,1217,63,2,0,2.5,6
171500,0.31,37,1782,63,3,1,1.5,6
159900,0.21,16,1180,63,2,1,1.5,6
186500,0.21,16,1452,63,3,1,2.0,8
260000,0.46,13,2140,63,4,1,2.5,8
115000,0.01,16,1219,63,2,0,1.5,6
191000,0.44,39,1518,63,4,1,1.5,5
355465,0.35,0,3328,63,4,1,2.5,12
339900,0.57,10,2344,63,3,0,2.5,10
90000,0.49,74,960,23,2,0,1.0,7
245000,0.04,6,1544,63,3,0,2.5,8
320900,0.46,7,2873,63,4,1,2.5,8
159000,0.22,18,1180,63,2,1,1.5,6
174900,0.62,38,1368,63,3,0,1.5,6
293500,0.49,10,1904,63,4,1,2.5,8
210000,0.51,11,1320,63,3,0,2.0,8
182500,1.0,34,1594,63,3,1,1.5,5
219900,0.46,8,1847,63,3,1,2.5,7
370000,0.46,1,3125,63,4,1,2.5,12
286000,0.47,7,2004,63,4,1,2.5,10
169900,0.49,36,1623,63,3,1,1.5,8
161000,0.23,40,1120,41,3,0,1.0,7
287000,0.36,2,2363,63,5,1,2.5,11
315000,0.94,9,2572,63,4,1,2.5,11
177000,0.34,25,1548,63,3,0,1.5,5
332000,1.0,11,2734,63,3,0,2.5,11
249000,0.53,8,1462,63,3,1,2.0,5
179000,0.09,15,1558,63,2,0,2.5,7
150000,0.52,34,1664,63,3,0,1.5,8
225000,0.37,16,1877,63,4,1,3.0,10
182000,0.33,37,1838,63,3,1,1.0,7
329900,0.5,9,2368,63,4,1,2.5,11
165000,0.33,32,2104,63,5,1,1.5,11
180000,0.31,16,1180,63,2,0,1.5,7
321000,0.53,11,2399,63,4,1,2.5,11
180000,0.11,15,1232,63,2,1,1.5,4
178000,0.14,17,1180,63,2,0,1.5,6
279900,0.55,2,2022,63,4,1,2.5,9
179000,0.14,19,1364,63,2,1,1.5,5
183000,0.15,17,1343,63,2,1,2.5,6
500000,1.0,70,1492,63,3,0,1.0,7
170000,0.37,37,999,63,3,1,1.0,6
179000,0.34,24,2102,54,3,1,2.5,9
184900,0.32,18,1656,54,3,1,1.5,4
177500,0.33,18,1561,54,3,0,1.5,7
112500,0.15,19,988,54,2,0,2.0,7
180000,0.32,17,1765,54,5,1,2.0,9
10300,0.16,20,912,54,2,1,1.5,4
137900,0.16,17,1592,54,3,0,1.5,7
144000,0.06,54,1344,54,5,0,1.0,8
131600,0.16,17,1385,54,2,1,1.5,7
123500,0.15,17,1385,54,2,0,1.5,5
123000,0.15,17,1679,54,2,0,1.5,7
109000,0.15,20,908,54,2,0,1.0,7
173000,0.31,16,1527,54,2,1,2.0,5
105000,0.16,20,912,54,2,0,1.5,3
122500,0.15,18,1184,54,2,0,1.5,3
191000,0.46,26,1719,63,3,1,1.5,7
149000,0.16,19,1080,54,2,1,1.0,6
205000,0.33,16,2118,54,4,1,2.0,9
225000,0.33,16,2527,54,3,0,1.5,10
210000,0.49,15,1592,54,3,1,1.5,8
188900,0.32,18,1294,54,3,0,1.0,4
192000,0.94,33,1974,63,4,1,2.5,8
137500,0.16,17,988,54,2,1,2.0,7
200000,0.36,20,1508,54,3,1,2.0,8
126000,0.16,17,908,54,2,0,1.0,4
214500,0.35,20,1910,54,4,1,2.0,7
152000,0.15,18,912,54,2,0,1.5,5
115000,0.16,20,912,54,2,0,1.5,5
88000,0.16,19,988,54,2,0,2.0,4
170000,0.35,20,1748,54,2,0,2.0,4
137000,0.16,18,912,54,2,1,1.5,3
145000,0.15,17,1385,54,3,0,1.5,8
202000,0.43,15,1300,54,3,0,1.5,7
130000,0.15,17,908,54,2,0,1.0,7
265000,1.0,25,1900,54,3,0,2.0,7
185000,0.33,16,2191,54,3,1,2.5,7
130000,0.16,25,1080,54,2,1,1.0,4
190000,0.59,15,1300,54,3,1,1.5,5
204000,0.4,1,2458,63,4,1,2.5,10
125000,0.35,22,1040,63,3,0,1.0,4
349900,0.44,0,2886,63,4,1,3.0,12
142000,0.14,8,1840,23,3,0,1.0,6
132500,0.37,19,1988,63,2,0,1.0,4
220000,1.0,43,672,57,2,0,1.0,3
160000,1.96,13,1512,57,2,0,2.0,4
10300,0.16,20,912,54,2,1,1.5,6
95000,0.15,19,912,54,2,0,1.5,6
122055,0.15,17,1385,54,2,0,1.5,5
149000,0.31,18,1508,54,3,1,1.5,8
115000,0.15,17,1385,54,2,0,1.5,5
140000,0.15,19,1628,54,3,0,2.5,6
137900,0.16,17,1592,54,3,0,1.5,5
144000,0.06,54,1344,54,5,0,1.0,7
131600,0.16,17,1385,54,2,1,1.5,7
123500,0.15,17,1385,54,2,0,1.5,4
123000,0.15,17,1679,54,2,0,1.5,4
109000,0.15,20,908,54,2,0,1.0,3
173000,0.31,16,1527,54,2,1,2.0,7
105000,0.16,20,912,54,2,0,1.5,3
122500,0.15,18,1184,54,2,0,1.5,3
191000,0.46,26,1719,63,3,1,1.5,5
149000,0.16,19,1080,54,2,1,1.0,5
205000,0.33,16,2118,54,4,1,2.0,10
225000,0.33,16,2527,54,3,0,1.5,8
210000,0.49,15,1592,54,3,1,1.5,7
188900,0.32,18,1294,54,3,0,1.0,4
192000,0.94,33,1974,63,4,1,2.5,9
137500,0.16,17,988,54,2,1,2.0,3
200000,0.36,20,1508,54,3,1,2.0,7
126000,0.16,17,908,54,2,0,1.0,4
214500,0.35,20,1910,54,4,1,2.0,10
152000,0.15,18,912,54,2,0,1.5,7
115000,0.16,20,912,54,2,0,1.5,7
88000,0.16,19,988,54,2,0,2.0,5
170000,0.35,20,1748,54,2,0,2.0,6
137000,0.16,18,912,54,2,1,1.5,6
145000,0.15,17,1385,54,3,0,1.5,7
202000,0.43,15,1300,54,3,0,1.5,4
130000,0.15,17,908,54,2,0,1.0,5
265000,1.0,25,1900,54,3,0,2.0,8
185000,0.33,16,2191,54,3,1,2.5,8
130000,0.16,25,1080,54,2,1,1.0,5
190000,0.59,15,1300,54,3,1,1.5,5
204000,0.4,1,2458,63,4,1,2.5,11
125000,0.35,22,1040,63,3,0,1.0,8
349900,0.44,0,2886,63,4,1,3.0,11
142000,0.14,8,1840,23,3,0,1.0,7
132500,0.37,19,1988,63,2,0,1.0,5
220000,1.0,43,672,57,2,0,1.0,5
160000,1.96,13,1512,57,2,0,2.0,6
156900,0.28,52,1635,63,4,0,1.5,5
138000,0.31,39,1672,63,4,0,1.5,5
166000,0.25,26,1892,63,3,2,2.0,6
195000,0.56,18,1652,63,3,1,2.0,6
295600,0.6,21,2513,63,4,1,2.5,8
460000,0.47,1,3336,63,4,1,3.5,12
126000,0.05,17,1302,63,2,1,1.5,4
220300,0.58,16,2006,63,3,1,2.0,5
175000,0.29,27,1836,63,4,1,1.5,8
255000,1.0,49,1994,60,3,1,2.0,9
185000,0.5,19,1652,63,3,1,2.0,6
234000,0.57,8,1888,63,3,1,2.5,7
133500,0.08,19,1480,63,3,1,1.5,5
151000,0.2,19,1234,63,2,1,2.0,7
157500,0.3,31,1778,63,3,1,1.5,7
285000,0.65,23,2514,63,5,1,2.5,10
217500,0.56,35,2700,63,4,1,2.5,10
300000,0.7,21,2330,63,4,1,3.5,8
161225,0.6,33,2676,63,4,1,2.5,11
217000,2.85,25,2180,60,4,1,2.0,8
250000,0.47,21,2284,63,4,1,2.5,9
124000,0.06,19,1314,63,2,0,1.5,6
248000,0.41,35,2396,63,4,1,2.5,11
187000,0.57,45,2088,63,4,1,2.0,8
195000,0.48,39,2310,63,5,1,2.5,11
239900,0.53,19,2040,63,4,1,2.5,10
475000,12.2,19,2599,63,3,1,2.5,11
246000,0.61,16,1702,63,3,1,1.5,6
219900,0.49,18,2125,63,4,1,2.5,8
193500,0.6,38,2310,63,4,1,2.5,10
122000,0.12,31,1431,63,3,0,1.5,8
118000,0.15,20,924,63,2,0,1.0,7
125000,0.77,126,1799,60,3,1,1.0,6
101000,0.26,23,976,63,3,0,2.0,5
249000,0.66,19,2217,63,4,1,2.5,8
180000,0.57,102,1969,77,4,2,1.0,6
292500,0.47,19,2376,63,3,1,2.5,8
199500,0.48,18,1585,63,3,1,1.5,5
205100,0.46,32,1453,63,4,1,2.0,7
330000,0.57,12,2973,63,4,1,3.0,11
179000,0.43,37,1612,63,3,1,1.5,7
342000,0.58,4,2734,63,3,1,2.5,9
145000,0.15,22,1479,63,3,1,1.5,5
66000,0.14,19,945,63,2,0,1.0,3
269900,0.4,25,1938,63,4,1,2.5,8
154000,0.1,174,1364,63,5,1,1.0,9
454900,0.5,2,3242,63,4,1,2.5,11
249900,0.42,23,1571,63,3,2,2.0,7
165000,0.09,21,1314,63,2,1,1.5,6
329000,0.46,3,2413,63,4,1,1.5,11
49387,0.48,56,900,77,2,1,1.0,5
445000,0.58,0,3157,63,4,1,3.5,10
73000,0.28,102,908,60,2,1,1.0,7
125000,0.13,20,924,63,2,0,1.0,6
146500,0.12,18,1138,63,2,1,1.0,6
209000,0.45,38,2310,63,5,1,2.5,12
196500,0.46,30,1874,63,4,1,2.0,9
157000,0.29,20,1228,63,4,0,1.5,6
125500,0.06,19,1479,63,3,1,1.5,5
190000,0.44,38,1612,63,3,0,1.5,6
250000,0.49,22,2088,63,4,1,2.5,6
255000,0.4,4,2131,63,4,1,2.5,10
129700,0.15,20,924,63,2,1,1.0,5
65000,0.34,74,1692,60,4,0,1.5,8
107000,0.28,82,1568,63,3,0,1.0,7
255000,0.57,35,2262,77,4,1,2.5,9
398000,0.61,8,2960,63,4,1,2.5,10
176000,0.45,31,1683,63,4,1,2.5,8
249900,0.86,36,2680,63,5,1,3.5,12
244900,0.38,26,2742,77,3,1,3.0,8
220000,0.5,30,2012,63,4,1,2.5,10
241000,0.35,31,2702,63,5,1,1.5,9
159900,0.13,21,1314,63,2,1,1.5,6
177555,0.56,38,1672,63,3,1,1.5,8
95000,0.2,55,1200,63,2,0,1.0,4
5000,0.29,4,1700,63,3,1,2.5,6
264900,0.5,40,2652,63,5,1,3.5,12
315000,0.77,16,3062,63,4,1,2.5,9
155000,0.09,25,1290,63,2,1,1.5,5
130000,0.22,23,1012,63,3,0,2.0,5
238000,0.71,35,2310,63,4,1,2.5,7
224000,0.33,31,2026,63,3,1,2.5,7
211000,1.0,18,1404,63,3,0,1.0,6
279000,0.23,13,1782,60,3,0,1.0,8
242000,0.11,15,2002,63,3,1,2.5,8
199875,0.61,36,1782,63,4,1,1.5,7
259900,0.46,11,2212,63,4,1,2.5,10
200000,1.28,84,1872,63,4,0,1.0,7
212000,0.71,36,1804,63,4,1,2.5,7
230000,0.47,41,1910,63,3,1,2.5,5
189000,0.42,28,1632,63,3,1,1.5,7
313635,1.93,16,3824,63,3,2,4.0,12
185000,0.48,32,1196,63,3,0,1.5,5
239900,0.42,30,2259,63,4,1,2.5,11
202000,0.48,39,1690,63,3,1,2.0,6
155000,0.12,19,1227,63,2,1,2.0,6
120000,1.48,57,1278,63,3,1,1.0,7
78000,0.33,77,668,60,1,0,1.0,2
311000,0.46,17,2762,63,4,1,2.5,8
198000,0.32,38,1558,63,3,1,1.0,4
158500,0.92,11,1352,63,3,0,2.0,5
227000,0.46,37,1920,63,5,1,2.5,9
265900,0.34,6,1940,63,3,1,2.5,7
163000,0.23,30,1249,63,3,0,1.5,8
165000,0.28,27,1576,63,3,0,2.5,4
151000,0.07,30,1419,63,3,0,1.5,4
200000,0.29,4,1700,63,3,1,2.5,7
299900,0.77,15,2748,63,4,1,3.5,8
210000,0.33,18,1792,63,3,1,2.5,7
220000,0.66,36,1724,63,3,0,1.5,8
326900,1.0,15,2692,63,3,1,3.5,8
204900,0.39,29,1734,63,4,1,2.5,7
234000,0.31,32,2014,63,3,1,1.5,7
236000,0.42,36,2056,63,4,1,1.5,9
124000,0.46,36,1745,63,4,0,1.5,6
199100,0.14,13,1352,63,2,1,1.5,5
245000,0.5,30,2259,63,4,1,2.5,9
264000,0.35,33,2572,60,3,1,2.5,11
105000,0.15,18,924,63,2,1,1.0,7
187000,0.32,21,2000,63,3,0,1.5,7
127000,0.17,21,929,63,2,0,1.5,6
100000,0.48,42,1540,77,4,0,1.0,7
251000,0.77,44,1730,63,3,1,2.0,9
105000,0.95,50,1500,63,3,1,1.0,5
431250,0.53,10,2522,63,4,1,2.5,12
149900,0.06,19,1479,63,3,1,1.5,4
180000,0.46,36,1922,63,4,1,1.5,9
123500,0.18,20,1215,63,2,1,1.5,5
253000,0.47,33,2772,63,5,2,3.0,12
330000,0.47,6,2574,63,4,0,2.5,12
124500,0.19,21,945,63,2,0,1.0,3
424200,1.82,19,2914,63,4,1,3.5,10
120000,0.21,19,1480,63,3,0,1.5,7
205000,0.42,32,1914,63,3,1,1.5,5
175000,0.36,27,1354,63,3,1,2.0,5
295000,0.49,4,2302,63,4,1,2.5,7
156500,0.21,19,1234,63,2,1,2.0,6
143000,0.09,18,1480,63,3,0,1.5,6
215000,0.29,27,1665,63,4,1,2.0,5
287000,0.4,6,2182,63,3,1,2.5,10
122500,0.23,18,924,63,2,1,1.0,7
180000,1.0,19,1220,63,3,0,2.0,5
143000,0.09,18,1480,63,3,0,1.5,8
137000,0.08,21,1375,63,2,1,1.5,3
271000,0.47,22,2003,63,3,1,2.5,7
129900,0.07,15,1480,54,2,1,2.5,5
133000,0.06,15,1480,54,3,0,1.5,6
179000,0.25,11,1456,54,3,0,1.0,8
302000,0.72,5,1888,57,3,1,2.5,9
168000,0.92,28,1112,54,3,0,1.0,8
120000,0.19,16,1480,54,2,1,1.5,6
119000,0.07,15,1480,54,2,1,2.5,3
168000,0.35,27,1836,54,3,0,2.0,5
124900,0.98,96,1522,54,4,0,2.0,7
415000,2.92,1,2709,36,3,1,2.5,10
150000,0.99,10,1020,57,3,0,2.0,5
310000,4.0,20,2208,36,4,1,2.0,10
157000,0.46,18,1368,57,3,0,1.0,7
205000,0.8,28,2488,57,4,1,2.5,7
275000,0.46,7,1865,57,3,0,2.5,8
320000,0.46,10,3174,57,4,0,4.0,12
380000,0.74,17,2944,57,5,1,2.5,12
119900,0.46,23,960,57,3,0,1.0,4
345000,0.82,15,3142,57,4,1,2.5,11
145000,0.46,32,1666,57,4,1,2.0,9
123000,0.07,77,708,57,2,1,1.0,7
202500,0.79,17,1598,57,3,1,2.0,8
182000,1.0,13,1564,27,3,1,2.0,4
175000,0.63,14,1224,36,3,0,1.5,7
132500,0.21,77,1379,36,3,0,1.0,7
239000,0.41,41,2310,64,4,1,2.5,7
86125,0.01,14,960,33,2,0,1.5,6
245000,1.28,16,960,21,3,0,1.0,8
229900,1.64,52,1820,52,4,2,2.5,7
129000,0.33,95,1632,27,3,0,2.0,4
200000,0.09,90,1594,40,2,0,2.0,3
144200,1.19,16,1290,62,3,0,2.0,5
166000,0.4,11,1560,36,3,0,1.5,7
178000,0.9,46,1453,36,4,1,1.5,7
165000,1.0,40,1664,62,3,1,2.0,8
218000,0.1,18,2169,62,3,1,2.5,10
175000,0.02,9,1420,62,3,0,1.0,8
145000,0.18,71,1441,36,3,0,1.5,8
195000,0.76,4,1016,62,3,0,1.5,5
288139,0.46,0,2947,52,4,1,2.5,10
187500,0.59,11,1652,62,3,0,1.5,5
255000,0.91,105,1927,62,3,0,1.5,7
145000,1.0,11,960,62,3,0,1.0,5
183000,0.46,28,1804,62,3,1,1.5,7
318310,0.23,1,2616,62,4,1,2.5,8
192500,1.2,42,1116,62,2,0,1.5,6
195000,1.0,52,2147,62,2,1,1.5,7
138000,0.87,36,876,62,2,2,1.5,3
230000,0.79,26,2102,62,4,1,2.5,10
237500,1.0,15,1776,62,3,1,1.5,5
375000,4.84,3,1996,62,3,1,3.0,8
105000,0.16,165,1759,35,3,0,1.0,5
168000,1.0,10,1014,62,3,0,1.0,7
221000,0.29,5,2270,35,4,0,2.5,10
135000,0.31,85,1548,27,3,0,1.5,8
129900,0.39,3,1620,35,3,0,2.0,4
344100,1.05,40,2608,52,4,2,2.5,8
112000,1.0,15,1080,35,3,0,2.0,4
380000,0.3,76,1140,50,3,0,2.0,5
125000,0.6,34,1152,36,3,0,1.0,5
145000,5.52,20,1056,36,2,0,1.0,7
190000,0.48,2,1257,62,3,0,2.0,8
135000,0.15,25,936,35,2,1,1.5,3
58500,0.04,30,1140,33,3,0,1.5,5
80500,0.01,14,960,33,2,0,1.5,3
150410,0.25,6,1058,35,2,0,1.5,4
170000,1.0,29,768,35,2,0,1.0,6
242551,2.0,14,2048,52,4,1,2.5,10
176500,0.29,7,1198,33,2,1,2.0,3
212000,1.0,27,2430,50,4,0,1.0,9
135000,0.41,35,918,50,3,0,1.0,7
215000,0.89,46,2722,50,4,1,1.5,11
262000,0.46,0,2364,33,4,1,2.5,8
155000,1.0,15,1440,50,3,0,1.0,4
207000,0.27,27,1744,50,3,0,1.0,7
185000,0.14,105,2280,33,4,0,1.5,10
92200,0.42,130,1736,33,3,0,2.0,5
111000,0.74,95,883,50,1,0,1.0,2
97000,0.1,145,1001,50,2,0,1.0,5
200000,1.73,34,1296,50,3,0,1.0,5
230000,0.47,14,2304,40,3,1,2.5,9
299900,0.62,13,2076,52,3,1,2.5,9
183855,0.34,51,1468,52,4,0,1.0,5
174900,0.34,50,1272,52,3,1,1.5,5
335000,3.28,11,1900,43,3,1,2.5,9
208000,0.47,53,1548,52,3,0,1.5,8
